action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,month,time_remaining,home_play
Jump Shot,Jump Shot,"(108.56, 128.48]","(189.8, 223.2]",3,0,2015-16,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHI,1,579,1
Pullup Jump shot,Jump Shot,"(-130.48, -110.56]","(89.6, 123.0]",3,0,2015-16,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,CHI,1,456,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(189.8, 223.2]",3,0,2015-16,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHI,1,323,1
Other,Bank Shot,"(-130.48, -110.56]","(89.6, 123.0]",3,0,2015-16,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,CHI,1,280,1
Jump Shot,Jump Shot,"(-50.8, -30.88]","(189.8, 223.2]",1,0,2015-16,20,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,CHA,1,657,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(-10.6, 22.8]",1,0,2015-16,8,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,CHA,1,441,1
Jump Shot,Jump Shot,"(-110.56, -90.64]","(189.8, 223.2]",1,0,2015-16,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,CHA,1,286,1
Jump Bank Shot,Jump Shot,"(28.88, 48.8]","(-10.6, 22.8]",1,0,2015-16,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,CHA,1,170,1
Turnaround Jump Shot,Jump Shot,"(8.96, 28.88]","(89.6, 123.0]",1,0,2015-16,9,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,CHA,1,144,1
Turnaround Fadeaway shot,Jump Shot,"(88.64, 108.56]","(89.6, 123.0]",1,0,2015-16,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,CHA,1,36,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(189.8, 223.2]",2,0,2015-16,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHA,1,500,1
Jump Shot,Jump Shot,"(-170.32, -150.4]","(189.8, 223.2]",2,0,2015-16,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,CHA,1,407,1
Jump Shot,Jump Shot,"(-210.16, -190.24]","(123.0, 156.4]",2,0,2015-16,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,CHA,1,374,1
Jump Shot,Jump Shot,"(-170.32, -150.4]","(223.2, 256.6]",3,0,2015-16,27,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,CHA,1,704,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2015-16,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHA,1,679,1
Jump Shot,Jump Shot,"(168.32, 188.24]","(89.6, 123.0]",3,0,2015-16,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,CHA,1,551,1
Turnaround Fadeaway shot,Jump Shot,"(108.56, 128.48]","(56.2, 89.6]",3,0,2015-16,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,CHA,1,444,1
Jump Shot,Jump Shot,"(148.4, 168.32]","(156.4, 189.8]",3,0,2015-16,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHA,1,405,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(189.8, 223.2]",3,0,2015-16,23,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHA,1,370,1
Jump Shot,Jump Shot,"(168.32, 188.24]","(156.4, 189.8]",3,0,2015-16,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHA,1,283,1
Jump Shot,Jump Shot,"(168.32, 188.24]","(156.4, 189.8]",1,0,2015-16,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,2,674,1
Fadeaway Jump Shot,Jump Shot,"(-70.72, -50.8]","(89.6, 123.0]",1,0,2015-16,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,2,535,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(223.2, 256.6]",1,0,2015-16,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,2,271,1
Other,Jump Shot,"(-130.48, -110.56]","(189.8, 223.2]",2,0,2015-16,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,2,292,1
Jump Shot,Jump Shot,"(228.08, 248.0]","(-10.6, 22.8]",2,0,2015-16,23,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,MIN,2,202,1
Jump Shot,Jump Shot,"(228.08, 248.0]","(22.8, 56.2]",2,0,2015-16,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,MIN,2,127,1
Hook Shot,Hook Shot,"(-70.72, -50.8]","(22.8, 56.2]",3,0,2015-16,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,2,513,1
Jump Shot,Jump Shot,"(-250.498, -230.08]","(56.2, 89.6]",3,0,2015-16,24,1.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,MIN,2,505,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(-10.6, 22.8]",3,0,2015-16,8,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,2,450,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(223.2, 256.6]",3,0,2015-16,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,MIN,2,207,1
Jump Shot,Jump Shot,"(28.88, 48.8]","(56.2, 89.6]",3,0,2015-16,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,2,142,1
Pullup Jump shot,Jump Shot,"(108.56, 128.48]","(89.6, 123.0]",3,0,2015-16,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,2,70,1
Step Back Jump shot,Jump Shot,"(-210.16, -190.24]","(56.2, 89.6]",4,0,2015-16,20,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,2,322,1
Pullup Jump shot,Jump Shot,"(-150.4, -130.48]","(189.8, 223.2]",4,0,2015-16,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,2,302,1
Jump Shot,Jump Shot,"(-210.16, -190.24]","(123.0, 156.4]",4,0,2015-16,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,2,259,1
Fadeaway Jump Shot,Jump Shot,"(188.24, 208.16]","(-44.835, -10.6]",4,0,2015-16,20,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,2,217,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(123.0, 156.4]",4,0,2015-16,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,2,26,1
Fadeaway Jump Shot,Jump Shot,"(-170.32, -150.4]","(-10.6, 22.8]",1,0,2015-16,16,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,NOP,2,668,0
Pullup Jump shot,Jump Shot,"(8.96, 28.88]","(89.6, 123.0]",1,0,2015-16,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,NOP,2,614,0
Jump Shot,Jump Shot,"(208.16, 228.08]","(56.2, 89.6]",1,0,2015-16,22,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,NOP,2,532,0
Turnaround Jump Shot,Jump Shot,"(48.8, 68.72]","(89.6, 123.0]",1,0,2015-16,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,NOP,2,483,0
Jump Shot,Jump Shot,"(-190.24, -170.32]","(189.8, 223.2]",1,0,2015-16,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NOP,2,409,0
Jump Shot,Jump Shot,"(228.08, 248.0]","(-10.6, 22.8]",1,0,2015-16,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,NOP,2,245,0
Driving Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",1,0,2015-16,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOP,2,238,0
Fadeaway Jump Shot,Jump Shot,"(-150.4, -130.48]","(22.8, 56.2]",1,0,2015-16,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NOP,2,237,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(256.6, 290.0]",2,0,2015-16,28,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NOP,2,498,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(256.6, 290.0]",2,0,2015-16,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NOP,2,73,0
Jump Shot,Jump Shot,"(108.56, 128.48]","(123.0, 156.4]",2,0,2015-16,19,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NOP,2,45,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(223.2, 256.6]",3,0,2015-16,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NOP,2,653,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(22.8, 56.2]",3,0,2015-16,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NOP,2,584,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(-10.6, 22.8]",3,0,2015-16,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NOP,2,372,0
Driving Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",3,0,2015-16,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOP,2,260,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(22.8, 56.2]",4,0,2015-16,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NOP,2,301,0
Jump Shot,Jump Shot,"(-210.16, -190.24]","(-10.6, 22.8]",4,0,2015-16,19,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,NOP,2,270,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(223.2, 256.6]",4,0,2015-16,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NOP,2,122,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(223.2, 256.6]",4,0,2015-16,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NOP,2,58,0
Jump Shot,Jump Shot,"(-30.88, -10.96]","(256.6, 290.0]",4,0,2015-16,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NOP,2,28,0
Step Back Jump shot,Jump Shot,"(-210.16, -190.24]","(-44.835, -10.6]",1,0,2015-16,19,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,SAS,2,688,0
Turnaround Jump Shot,Jump Shot,"(-130.48, -110.56]","(22.8, 56.2]",1,0,2015-16,12,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,2,550,0
Jump Bank Shot,Jump Shot,"(-230.08, -210.16]","(123.0, 156.4]",1,0,2015-16,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,2,425,0
Jump Shot,Jump Shot,"(68.72, 88.64]","(156.4, 189.8]",1,0,2015-16,19,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAS,2,394,0
Jump Shot,Jump Shot,"(68.72, 88.64]","(156.4, 189.8]",2,0,2015-16,19,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAS,2,309,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(223.2, 256.6]",2,0,2015-16,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAS,2,145,0
Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",2,0,2015-16,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,2,128,0
Jump Shot,Jump Shot,"(-130.48, -110.56]","(223.2, 256.6]",2,0,2015-16,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,2,25,0
Jump Shot,Jump Shot,"(228.08, 248.0]","(-10.6, 22.8]",2,0,2015-16,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,SAS,2,1,0
Jump Shot,Jump Shot,"(-150.4, -130.48]","(22.8, 56.2]",3,0,2015-16,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,2,701,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(89.6, 123.0]",3,0,2015-16,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAS,2,631,0
Jump Shot,Jump Shot,"(-190.24, -170.32]","(156.4, 189.8]",3,0,2015-16,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,2,599,0
Jump Shot,Jump Shot,"(-210.16, -190.24]","(156.4, 189.8]",3,0,2015-16,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,2,543,0
Fadeaway Jump Shot,Jump Shot,"(68.72, 88.64]","(89.6, 123.0]",3,0,2015-16,13,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,SAS,2,343,0
Jump Shot,Jump Shot,"(208.16, 228.08]","(123.0, 156.4]",3,0,2015-16,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAS,2,246,0
Jump Shot,Jump Shot,"(108.56, 128.48]","(22.8, 56.2]",3,0,2015-16,12,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,2,268,0
Jump Shot,Jump Shot,"(-210.16, -190.24]","(123.0, 156.4]",3,0,2015-16,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,2,188,0
Jump Shot,Jump Shot,"(-210.16, -190.24]","(156.4, 189.8]",3,0,2015-16,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,2,156,0
Jump Shot,Jump Shot,"(-210.16, -190.24]","(123.0, 156.4]",3,0,2015-16,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,2,120,0
Jump Shot,Jump Shot,"(168.32, 188.24]","(-44.835, -10.6]",3,0,2015-16,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAS,2,54,0
Jump Shot,Jump Shot,"(208.16, 228.08]","(-10.6, 22.8]",4,0,2015-16,22,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,SAS,2,323,0
Jump Shot,Jump Shot,"(68.72, 88.64]","(123.0, 156.4]",4,0,2015-16,16,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAS,2,265,0
Fadeaway Jump Shot,Jump Shot,"(208.16, 228.08]","(22.8, 56.2]",4,0,2015-16,23,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,SAS,2,192,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(223.2, 256.6]",4,0,2015-16,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAS,2,159,0
Jump Shot,Jump Shot,"(-230.08, -210.16]","(123.0, 156.4]",4,0,2015-16,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,2,50,0
Jump Shot,Jump Shot,"(188.24, 208.16]","(156.4, 189.8]",1,0,2015-16,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,IND,2,648,0
Turnaround Jump Shot,Jump Shot,"(148.4, 168.32]","(-10.6, 22.8]",1,0,2015-16,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,IND,2,458,0
Jump Shot,Jump Shot,"(208.16, 228.08]","(123.0, 156.4]",1,0,2015-16,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,IND,2,349,0
Jump Shot,Jump Shot,"(-30.88, -10.96]","(89.6, 123.0]",1,0,2015-16,10,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,IND,2,333,0
Jump Shot,Jump Shot,"(188.24, 208.16]","(56.2, 89.6]",2,0,2015-16,20,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,IND,2,491,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(-44.835, -10.6]",2,0,2015-16,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,IND,2,296,0
Jump Shot,Jump Shot,"(188.24, 208.16]","(123.0, 156.4]",2,0,2015-16,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,IND,2,259,0
Jump Shot,Jump Shot,"(-110.56, -90.64]","(256.6, 290.0]",2,0,2015-16,27,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,IND,2,49,0
Pullup Jump shot,Jump Shot,"(108.56, 128.48]","(189.8, 223.2]",3,0,2015-16,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,IND,2,357,0
Jump Shot,Jump Shot,"(-170.32, -150.4]","(290.0, 323.4]",3,0,2015-16,35,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,IND,2,218,0
Fadeaway Jump Shot,Jump Shot,"(128.48, 148.4]","(-44.835, -10.6]",3,0,2015-16,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,IND,2,188,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(256.6, 290.0]",3,0,2015-16,27,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,IND,2,2,0
Jump Shot,Jump Shot,"(188.24, 208.16]","(156.4, 189.8]",4,0,2015-16,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,IND,2,273,0
Other,Jump Shot,"(-10.96, 8.96]","(56.2, 89.6]",4,0,2015-16,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,IND,2,259,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(-10.6, 22.8]",4,0,2015-16,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,IND,2,255,0
Jump Shot,Jump Shot,"(208.16, 228.08]","(-10.6, 22.8]",4,0,2015-16,22,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,IND,2,183,0
Pullup Jump shot,Jump Shot,"(-30.88, -10.96]","(256.6, 290.0]",4,0,2015-16,27,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,IND,2,150,0
Jump Shot,Jump Shot,"(-210.16, -190.24]","(189.8, 223.2]",4,0,2015-16,29,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,IND,2,111,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(22.8, 56.2]",4,0,2015-16,10,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,IND,2,87,0
Jump Shot,Jump Shot,"(168.32, 188.24]","(89.6, 123.0]",4,0,2015-16,20,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,IND,2,53,0
Jump Shot,Jump Shot,"(-30.88, -10.96]","(290.0, 323.4]",4,0,2015-16,29,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,IND,2,17,0
Pullup Jump shot,Jump Shot,"(128.48, 148.4]","(56.2, 89.6]",1,0,2015-16,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,CLE,2,690,0
Jump Shot,Jump Shot,"(-150.4, -130.48]","(223.2, 256.6]",1,0,2015-16,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,CLE,2,511,0
Jump Shot,Jump Shot,"(-250.498, -230.08]","(22.8, 56.2]",1,0,2015-16,24,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,CLE,2,439,0
Jump Shot,Jump Shot,"(188.24, 208.16]","(123.0, 156.4]",1,0,2015-16,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CLE,2,230,0
Turnaround Jump Shot,Jump Shot,"(128.48, 148.4]","(-10.6, 22.8]",2,0,2015-16,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,CLE,2,616,0
Jump Shot,Jump Shot,"(-50.8, -30.88]","(89.6, 123.0]",2,0,2015-16,12,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,CLE,2,476,0
Fadeaway Jump Shot,Jump Shot,"(88.64, 108.56]","(-10.6, 22.8]",2,0,2015-16,9,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,CLE,2,471,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(223.2, 256.6]",2,0,2015-16,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CLE,2,208,0
Jump Shot,Jump Shot,"(-230.08, -210.16]","(123.0, 156.4]",3,0,2015-16,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,CLE,2,681,0
Other,Hook Shot,"(28.88, 48.8]","(22.8, 56.2]",3,0,2015-16,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,CLE,2,510,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(156.4, 189.8]",3,0,2015-16,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,CLE,2,322,0
Jump Shot,Jump Shot,"(-230.08, -210.16]","(89.6, 123.0]",4,0,2015-16,23,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,CLE,2,511,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(189.8, 223.2]",4,0,2015-16,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CLE,2,336,0
Jump Shot,Jump Shot,"(-210.16, -190.24]","(189.8, 223.2]",4,0,2015-16,28,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,CLE,2,246,0
Reverse Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2015-16,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CLE,2,100,0
Pullup Jump shot,Jump Shot,"(-10.96, 8.96]","(123.0, 156.4]",1,0,2015-16,14,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,SAS,2,666,1
Jump Shot,Jump Shot,"(-190.24, -170.32]","(156.4, 189.8]",1,0,2015-16,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,2,593,1
Driving Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",1,0,2015-16,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,2,496,1
Turnaround Jump Shot,Jump Shot,"(28.88, 48.8]","(22.8, 56.2]",1,0,2015-16,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,2,292,1
Jump Shot,Jump Shot,"(-250.498, -230.08]","(-10.6, 22.8]",2,0,2015-16,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,SAS,2,415,1
Jump Shot,Jump Shot,"(48.8, 68.72]","(56.2, 89.6]",2,0,2015-16,9,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,SAS,2,359,1
Turnaround Fadeaway shot,Jump Shot,"(8.96, 28.88]","(22.8, 56.2]",2,0,2015-16,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,2,257,1
Jump Shot,Jump Shot,"(-250.498, -230.08]","(-10.6, 22.8]",2,0,2015-16,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,SAS,2,93,1
Pullup Jump shot,Jump Shot,"(-70.72, -50.8]","(56.2, 89.6]",3,0,2015-16,9,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,SAS,2,659,1
Layup Shot,Layup,"(-30.88, -10.96]","(-10.6, 22.8]",3,0,2015-16,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,2,451,1
Pullup Jump shot,Jump Shot,"(88.64, 108.56]","(-10.6, 22.8]",3,0,2015-16,10,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,2,372,1
Jump Shot,Jump Shot,"(-170.32, -150.4]","(156.4, 189.8]",3,0,2015-16,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,2,323,1
Jump Shot,Jump Shot,"(-110.56, -90.64]","(189.8, 223.2]",3,0,2015-16,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,2,268,1
Pullup Jump shot,Jump Shot,"(-30.88, -10.96]","(22.8, 56.2]",3,0,2015-16,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,2,254,1
Turnaround Fadeaway shot,Jump Shot,"(-110.56, -90.64]","(-10.6, 22.8]",4,0,2015-16,11,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,2,285,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(-10.6, 22.8]",4,0,2015-16,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,2,241,1
Jump Shot,Jump Shot,"(-70.72, -50.8]","(156.4, 189.8]",4,0,2015-16,17,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAS,2,202,1
Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",4,0,2015-16,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,2,192,1
Pullup Jump shot,Jump Shot,"(48.8, 68.72]","(56.2, 89.6]",4,0,2015-16,8,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,SAS,2,83,1
Jump Shot,Jump Shot,"(188.24, 208.16]","(123.0, 156.4]",4,0,2015-16,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAS,2,53,1
Jump Shot,Jump Shot,"(8.96, 28.88]","(189.8, 223.2]",1,0,2015-16,21,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,CHI,2,687,0
Jump Shot,Jump Shot,"(-190.24, -170.32]","(156.4, 189.8]",1,0,2015-16,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,CHI,2,584,0
Driving Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",1,0,2015-16,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,2,509,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(89.6, 123.0]",1,0,2015-16,20,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,CHI,2,446,0
Jump Shot,Jump Shot,"(208.16, 228.08]","(89.6, 123.0]",1,0,2015-16,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHI,2,373,0
Jump Shot,Jump Shot,"(-110.56, -90.64]","(156.4, 189.8]",1,0,2015-16,19,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,CHI,2,297,0
